length_m,objectid,featuretype,description,class,name,operationalstatus,state,spatialconfidence,revised,ga_guid,capacitykv,comment_,st_lengthshape
1811.12530959,2060,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Rocklea to Archerfield,Operational,Queensland,5,2020/04/21 00:00:00+00,{8ABF9D6F-EDF3-4C16-B112-81617E7A1896},110,,0.0177879666427709
5663.65998566,2061,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Bald Hills-SSQR42 to South Pine,Operational,Queensland,5,2020/03/12 00:00:00+00,{AB26F59E-C6CA-421A-8885-B9B2DB508C9C},110,,0.0561292169200927
4876.46568231,2062,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Nudgee-SSNGE to Myrtletown SSMTN,Operational,Queensland,2,2020/03/10 00:00:00+00,{DBA1075E-0A4A-488B-BD2A-2FA7765F8049},110,,0.0488870275077498
9581.57073198,2063,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Murarrie to Newstead,Operational,Queensland,5,2020/04/20 00:00:00+00,{7F98F4E2-1094-4C5F-AD56-A9085E66493E},110,,0.0939937363885961
25760.46970247,2064,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Belmont to Beenleigh,Operational,Queensland,5,2020/04/09 00:00:00+00,{3C3117D7-C4C1-4D89-A9D0-AF5A53A13328},110,,0.240332340777879
7375.70294977,2065,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Belmont-H3 to Murarrie-H21 110,Operational,Queensland,5,2020/04/07 00:00:00+00,{0C5B2747-1BE0-42DA-8944-01E748CC3C32},110,,0.0704356114028006
4822.72374394,2066,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Belmont-H3 to Tee,Operational,Queensland,5,2020/04/07 00:00:00+00,{EE23E6F7-3B4E-43ED-9D7C-11B120AB2F9B},110,,0.0446109592732665
8326.66011112,2067,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Tee to Wellington Road-SSWRD,Operational,Queensland,2,2020/04/07 00:00:00+00,{5E4646AF-6F60-4883-B36F-4C44B8774B7E},110,,0.083810429927748
6385.3306875,2068,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Murarrie-H21 to Tee,Operational,Queensland,5,2020/04/20 00:00:00+00,{F22BFA47-AF7D-4CB2-8A7E-C4FD6CF70D43},110,,0.0584275509537598
11162.03863262,2069,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Belmont-H3 to Murarrie-H21,Operational,Queensland,5,2020/04/20 00:00:00+00,{322BCB3E-1CB5-4224-AAEB-9AC2B85F761C},275,,0.10260729264357
1039.00827669,2070,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,McLachlan Street-SSMLS to Victoria Park-SSVPK,Operational,Queensland,2,2020/05/19 00:00:00+00,{FD0541D3-BB53-43FD-AD01-03E00BD8D32E},110,,0.0100010952263029
1042.17999103,2071,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,McLachlan Street-SSMLS to Ann Street-SSAST,Operational,Queensland,2,2020/05/19 00:00:00+00,{FD6F81E8-4E14-43C0-B3B1-EC85995ECD47},110,,0.0100100732355959
562.59043981,2072,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Charlotte Street-SSCST to Ann Street-SSAST,Operational,Queensland,2,2020/05/19 00:00:00+00,{A34CE199-BBFF-4095-8ECB-E32DF6023FE8},110,,0.00507986033272229
2083.99960858,2073,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Charlotte Street-SSCST to Wellington Road-SSWRD,Operational,Queensland,2,2020/05/19 00:00:00+00,{3D2628D1-8E94-4C5A-A7B7-E9B55C4EB86D},110,,0.019660442537764
1629.51428564,2074,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Charlotte Street-SSCST to West End-SSWED,Operational,Queensland,2,2020/05/19 00:00:00+00,{9177A7BA-B247-4023-A894-12D6CB4559B2},110,,0.0162388677033482
8196.87261778,2075,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead/Underground,Ashgrove West-T30 to Upper Kedron-H23,Operational,Queensland,4,2020/03/12 00:00:00+00,{2B27E33A-01C7-4A1C-A7FE-E2B872C02F8A},110,,0.0800485655684685
14343.61832154,2076,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Belmont-H3 to Cleveland,Operational,Queensland,5,2020/04/08 00:00:00+00,{174767AA-20BC-4A1C-8EC5-987CA46C3B11},110,,0.144009316468837
512.14566564,2077,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Milton-SSMLT to SSQRT,Operational,Queensland,2,2020/05/19 00:00:00+00,{DFFC9D17-A78A-4469-9A44-9745818A3C11},110,,0.00517704611040093
960.11053071,2078,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Milton-SSMLT to Makerston Street-SSMST,Operational,Queensland,2,2020/05/19 00:00:00+00,{890C276D-B00A-423C-8F85-3E853A9484EF},110,,0.0096912970518896
4035.87687303,2079,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Milton-SSMLT to Ashgrove West-T30,Operational,Queensland,2,2020/03/12 00:00:00+00,{5635CB94-98DF-4BEE-91B5-EC28BABB0EBB},110,,0.0400564466344294
7371.28840013,2080,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Rocklea-H16 to West End-SSWED,Operational,Queensland,3,2020/04/21 00:00:00+00,{36693EE0-20CF-48A2-B9EB-FF9FF66F1B95},110,,0.0691616135144985
4446.05621821,2081,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Rocklea-H16 to Tennyson-T142,Operational,Queensland,5,2020/04/21 00:00:00+00,{592B7424-C420-4ECD-8613-765027695F68},110,,0.0416198509344319
4261.84464239,2082,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Rocklea-H16 to Tennyson-T142 (South East),Operational,Queensland,4,2020/04/21 00:00:00+00,{67321782-A586-49BA-95DD-21A62462486B},110,,0.039947518458921
3080.48489629,2083,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Underground,Tennyson to Queensland Rail-Corinda,Operational,Queensland,1,2020/04/21 00:00:00+00,{E94DD446-A25A-47EC-A12B-0B27E5D7A498},110,,0.0304211275933687
7835.77312765,2084,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,West Darra to Goodna,Operational,Queensland,5,2020/04/03 00:00:00+00,{C87AF38D-6F5B-47D2-A939-3C949B08A8C0},110,,0.0729295802937944
33361.06883054,2085,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Belmont to Goodna,Operational,Queensland,5,2020/04/02 00:00:00+00,{EA919DDB-C52C-440E-9765-BD4850F95BF6},275,,0.324236482675212
11242.94205857,2086,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Swanbank E Substation to Goodna,Operational,Queensland,5,2020/04/02 00:00:00+00,{AFBF4559-2D1E-494C-815A-D68CB42BD369},275,,0.108028692979347
16681.77006753,2087,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Swanbank B Power Station to Greenbank,Operational,Queensland,5,2020/05/22 00:00:00+00,{152DC76F-35D1-44EE-8B56-5EDDA16FBB0B},275,,0.164086988958465
16276.07199075,2088,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Swanbank E Substation to Greenbank,Operational,Queensland,5,2020/05/22 00:00:00+00,{FD5B4213-D785-44D6-8D05-15E80ED7E8DC},275,,0.160057745806989
108049.73168204,2089,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Greenbank to Middle Ridge,Operational,Queensland,5,2020/05/21 00:00:00+00,{B2B84347-275A-44A8-A31A-EBAD70BA4D67},275,,1.0802642216554
108062.01573153,2090,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Greenbank to Middle Ridge (North),Operational,Queensland,5,2020/05/21 00:00:00+00,{CFEEA408-AB5C-43B5-A292-98963D436C8C},275,,1.08036521989991
31300.19863793,2091,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Greenbank to Abermain-H062,Operational,Queensland,5,2020/04/03 00:00:00+00,{49ACDEC8-C57D-4E2A-B67F-C3F2F4804DE7},275,,0.303181936437149
12167.17381718,2092,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Blackstone to Abermain-T136,Operational,Queensland,5,2020/03/27 00:00:00+00,{6C2FA0F6-226C-4676-9915-2FE0FBFCBA16},110,,0.114937571434086
5172.80226412,2093,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Abermain-T136 to WulkurakaTee,Operational,Queensland,5,2020/05/14 00:00:00+00,{16A29E2D-09F7-4055-88D3-19CFDEC0C390},110,,0.0522581343016258
4723.77923986,2094,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Queensland Rail-Wulkuraka to Wulkuraka Tee,Operational,Queensland,5,2020/05/14 00:00:00+00,{963BB8F9-E050-4776-ACB4-25CD346C21D5},110,,0.0435073033649056
29483.77814123,2095,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Lockrose to Wulkuraka Tee,Operational,Queensland,5,2020/05/14 00:00:00+00,{5985E82E-29A9-447F-B56F-FA6769C3DF2C},110,,0.29435763137082
17468.78649831,2096,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,West Darra-T155 to Upper Kedron-H23,Operational,Queensland,5,2020/03/27 00:00:00+00,{E5A018A5-1502-4635-89F1-4AACA9E3FE66},110,,0.160044734581823
3698.28042413,2097,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Goodna to Redbank Plains,Operational,Queensland,5,2020/03/30 00:00:00+00,{16B71BE5-B632-4E5A-8E73-3337FD90D584},110,,0.0356439469029547
8463.71154629,2098,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Blackstone to Goodna,Operational,Queensland,5,2020/03/30 00:00:00+00,{4BC2543B-CB4E-4076-A2DE-C4908C97F1D5},110,,0.0826694799878797
4960.34200592,2099,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Blackstone to Redbank Plains,Operational,Queensland,5,2020/03/30 00:00:00+00,{E919961C-C608-438C-A260-237E262DD253},110,,0.0488300825359912
4304.34387156,2100,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Blackstone to Raceview,Operational,Queensland,5,2020/03/30 00:00:00+00,{7465D0AC-E6BB-4774-BDF2-D02CBF87FD01},110,,0.0420262667775891
26544.82145972,2101,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Greenbank to Loganlea,Operational,Queensland,5,2020/04/16 00:00:00+00,{14A63269-5C30-409C-821F-85747EB6E696},275,,0.25636038024694
22315.61852773,2102,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Belmont to Loganlea,Operational,Queensland,5,2020/04/07 00:00:00+00,{91D4EFE3-1850-438C-AC22-2A2C3546361F},275,,0.211178209197316
10889.88264337,2103,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Loganlea to Browns Plains,Operational,Queensland,5,2020/04/06 00:00:00+00,{7CEC2B6E-56E0-4EB2-8632-DC4640AC06E8},110,,0.107829229951679
23782.12373022,2104,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Loganlea to Jimboomba-SSJBB,Operational,Queensland,5,2020/04/16 00:00:00+00,{3AE1A396-C74A-43D2-BA36-32C4D2BC78BE},110,,0.224161874586614
15080.52111983,2105,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Loganlea to Beenleigh,Operational,Queensland,5,2020/04/06 00:00:00+00,{C8BDED9D-C7EF-432A-A889-AA5407E5FF67},110,,0.143055828475608
6558.15888275,2106,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Loganlea to North Springwood,Operational,Queensland,5,2020/04/07 00:00:00+00,{ABDEB20D-A5A3-4B8A-9506-343BA338AADB},110,,0.061132984087129
6544.02510897,2107,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Loganlea to North Springwood (East),Operational,Queensland,5,2020/04/07 00:00:00+00,{8513BB3E-649F-40C8-9773-213BEAD24936},110,,0.0609820657826683
19177.6408314,2108,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Belmont-H3 to Loganlea,Operational,Queensland,5,2020/04/07 00:00:00+00,{FD818A68-158A-49CD-863B-F360B0E4669C},110,,0.180518346004821
12944.65731643,2109,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Yatala to Coomera,Operational,Queensland,5,2020/04/14 00:00:00+00,{919B010B-3C61-4510-BF8E-D87B7AEBB82F},110,,0.121515351569372
706.58299212,2110,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Beenleigh to Beenleigh-SSQR46,Operational,Queensland,5,2020/04/06 00:00:00+00,{9C34059B-BAA3-48BB-969F-6F32FE6177B9},110,,0.00663537223985846
65359.78601537,2111,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Mudgeeraba to Greenbank (North east),Operational,Queensland,5,2020/04/21 00:00:00+00,{E58F9FC2-2AF7-4304-AD60-67CE4AA47112},275,,0.630482986163773
65327.44535137,2112,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Mudgeeraba to Greenbank,Operational,Queensland,5,2020/04/20 00:00:00+00,{4D222A5D-ED26-4E51-9EC2-48C0F03F1275},275,,0.630205845529751
12700.90568041,2113,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Upper Kedron to South Pine,Operational,Queensland,5,2020/03/12 00:00:00+00,{AC0BC56F-9732-464E-8C84-A8C1250AF3FF},110,,0.11901011319263
35902.59095327,2114,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,South Pine to Mount England,Operational,Queensland,5,2020/03/26 00:00:00+00,{0BF49079-F0A2-4B6D-B653-1C5B2FF4B5EE},275,,0.356797210463461
130816.99817152,2115,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,South Pine to Tarong,Operational,Queensland,5,2020/03/20 00:00:00+00,{2438AA00-B7D2-43EE-8591-F15432245900},275,,1.27912694766621
160251.76082869,2116,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,South Pine to Woolooga,Operational,Queensland,5,2020/03/12 00:00:00+00,{F2492252-CFC1-4C98-8BD4-13411EE9A9A5},275,,1.48539536902355
77708.29226904,2117,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,South Pine to Palmwoods,Operational,Queensland,5,2020/03/26 00:00:00+00,{42B69A71-C958-4D3A-957B-A5D39A6BF5B0},275,,0.7166883483584
21929.75646081,2118,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Beerwah Tee to Caboolture Tee,Operational,Queensland,5,2020/03/27 00:00:00+00,{580B4717-1FCD-46D7-8A55-3172DADFA3EB},110,,0.1984658277429
5132.52759474,2119,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Caboolture to Caboolture Tee (South),Operational,Queensland,5,2020/03/27 00:00:00+00,{E562560D-CF0D-4196-BE75-056E9A34C183},110,,0.0508642054491329
5127.57422337,2120,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Caboolture to Caboolture Tee,Operational,Queensland,5,2020/03/27 00:00:00+00,{E845B7AE-6CFC-4A31-8D3E-80644204CDA0},110,,0.0508225783145552
34220.34748432,2121,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,South Pine to Caboolture Tee,Operational,Queensland,5,2020/03/30 00:00:00+00,{E1B25F9E-7FE2-4ADE-987A-67D1FC16EAB7},110,,0.315324445655621
108397.69668771,2122,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Mount England to Tarong,Operational,Queensland,5,2020/03/16 00:00:00+00,{A41C5E88-EAAC-48DF-B1A3-A801882AA405},275,,1.04064444566847
107823.10487347,2123,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Mount England to Tarong (North East),Operational,Queensland,5,2020/03/16 00:00:00+00,{7A37C8E3-C4EC-402F-BDCA-10A655A02230},275,,1.0349906453342
2315.24201572,2124,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Wivenhoe Power Station to Mount England,Operational,Queensland,5,2020/03/18 00:00:00+00,{9D4B5480-2E00-4BC0-90EA-1647271558FF},275,,0.0224143305255525
16027.96449269,2125,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Palmwoods to Mooloolaba,Operational,Queensland,5,2020/03/05 00:00:00+00,{3BDA05FA-F30C-499D-8730-D645BE3D747C},132,,0.15827100642784
16033.86862266,2126,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Palmwoods to Mooloolaba (South East),Operational,Queensland,5,2020/03/05 00:00:00+00,{02B00076-25D6-4596-9B26-93B4E61ACDE4},132,,0.158306852133686
96262.46436748,2127,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Palmwoods to Woolooga,Operational,Queensland,5,2020/03/12 00:00:00+00,{5C272AB5-B1A5-47CC-9159-447CB5EB1948},275,,0.909180165936803
38399.43531997,2128,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Cooroy to Gympie,Operational,Queensland,5,2020/03/04 00:00:00+00,{4AE1CF72-B1C4-437A-B006-175EC3C5473F},110,,0.365050472325025
12179.87709095,2129,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Cooran to Cooroy,Operational,Queensland,5,2020/03/04 00:00:00+00,{095A2A2E-1480-4F9B-89CE-6AA432B4E93E},110,,0.113697064511916
18020.48977415,2130,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Traveston to Gympie,Operational,Queensland,5,2020/03/04 00:00:00+00,{8D790B6A-1052-4203-BC60-0B1C25881E8B},132,,0.169988405963913
20269.38940071,2131,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Gatton Bulk Supply to Lockrose,Operational,Queensland,5,2020/05/14 00:00:00+00,{2D7D36F9-8F81-4C71-8F4E-E3E71996FC80},110,,0.201690447131205
21495.74695716,2132,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Gatton Bulk Supply to Postmans Ridge,Operational,Queensland,5,2020/05/13 00:00:00+00,{3F723B17-5CB1-45E8-A0E3-A26844E87FE2},110,,0.2164616202274
11609.96258577,2133,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Cooroy to Sunrise Hills,Operational,Queensland,5,2020/03/04 00:00:00+00,{4C01A232-E6C6-45AB-A1B2-946371C33691},110,,0.114682163059026
584.78224384,2134,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Beerwah to Beerwah Tee,Operational,Queensland,5,2020/03/05 00:00:00+00,{9386FFDE-36EA-49C9-969E-DF064E1620C4},110,,0.00585114150314806
17258.17678774,2135,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Palmwoods to Beerwah Tee,Operational,Queensland,5,2020/03/05 00:00:00+00,{716FC483-97AF-4622-AFAE-2745A633CE54},110,,0.157601717587182
2063.5873275,2136,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Caboolture to Caboolture-SSQR50,Operational,Queensland,5,2020/03/27 00:00:00+00,{1822D30D-CB28-44C4-8C44-6AB82F20F06B},110,,0.0199580721563053
1865.79228321,2137,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Image Flat to Nambour,Operational,Queensland,5,2020/03/05 00:00:00+00,{8CB8FA99-F79E-465D-8268-F3F0CA80A3C2},132,,0.0183387609447345
12803.23178195,2138,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Image Flat to Palmwoods,Operational,Queensland,5,2020/03/05 00:00:00+00,{8F5BCC55-5ACC-4CF0-82A2-3FEBC5B584F2},132,,0.118663109139289
1438.05083557,2139,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Tarong Power Station to Tarong (B),Operational,Queensland,5,2020/03/20 00:00:00+00,{71CC773D-ABAE-4F57-A4B7-F852C46C305C},275,,0.0137358798740999
1567.01843027,2140,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Tarong Power Station to Tarong (A),Operational,Queensland,5,2020/03/20 00:00:00+00,{F16350A0-F854-4500-A790-78B30503F076},275,,0.015067428780677
1261.39846277,2141,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Tarong Power Station to Tarong (D),Operational,Queensland,5,2020/03/20 00:00:00+00,{62755351-ABDB-4541-9B9A-22DFCE73C12B},275,,0.0120721067513751
1304.81853499,2142,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Tarong Power Station to Tarong (C),Operational,Queensland,5,2020/03/20 00:00:00+00,{72F4B1F6-B1E5-45CA-B127-22F3C8745727},275,,0.0124735624850988
1957.13515072,2143,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Tarong North Power Station to Tarong,Operational,Queensland,5,2020/03/20 00:00:00+00,{63060877-1446-4E55-BFE3-97919A7CF972},275,,0.0184174891560772
57486.4976835,2144,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Greenbank to Molendinar,Operational,Queensland,5,2020/04/16 00:00:00+00,{4E2328D9-F167-4551-9DDE-1B252E98F34F},275,,0.558312207205773
57477.71090592,2145,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Greenbank to Molendinar (North),Operational,Queensland,5,2020/04/17 00:00:00+00,{0D996371-2554-487E-8DE8-C70F3B720C1F},275,,0.558213504314259
5978.75552122,2146,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Coomera to Cades County,Operational,Queensland,5,2020/04/15 00:00:00+00,{3315A91A-3C04-4845-9F7D-C7DC67BBECF0},110,,0.0551063673268782
10900.58805393,2147,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Cades County to Molendinar 110,Operational,Queensland,5,2020/04/15 00:00:00+00,{69A0737D-266A-481B-A84E-C247B3F29FD6},110,,0.102065559149698
44730.49007753,2148,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Beenleigh to Stradbroke Island,Operational,Queensland,3,2020/04/14 00:00:00+00,{D844F0DF-AAE0-41AF-913E-ED62CC2183F2},110,,0.429501478898739
19970.09033227,2149,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Ibis to Rocky Point Tee,Operational,Queensland,5,2020/04/14 00:00:00+00,{6BA3A666-85A3-46BA-9BC1-6EFC2BCA4455},110,,0.190936583918657
12225.56434148,2150,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Beenleigh to Rocky Point Tee,Operational,Queensland,5,2020/04/14 00:00:00+00,{D8CBD2FF-DE69-41C5-992B-3B52690FF9EF},110,,0.122067474216638
1860.60763482,2151,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Rocky Point to Rocky Point Tee,Operational,Queensland,3,2020/04/14 00:00:00+00,{9D4CBF6B-4ADE-4ECF-90C7-BC240E41D806},110,,0.0172183268383358
